product_id,product_name,main_category,discount_percentage,discount_group,rating,sentence,sentence_idx,span,polarity,aspect
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,67,50%+,3.5,worth every penny compared to the cost.,0,cost,positive,value
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,67,50%+,3.5,"call voice us clear, and microphone does a decent job of noise cancellation.don't expect good base treble in this.",2,noise,positive,sound
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,67,50%+,3.5,"the magnet is also weak and doesn't connect smoothly,i had ordered my first ear phone from ptron only and to tell the truth, it is very difficult to get such a good quality earphone phone at such a low price.",4,quality earphone phone,positive,quality
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,67,50%+,3.5,"the magnet is also weak and doesn't connect smoothly,i had ordered my first ear phone from ptron only and to tell the truth, it is very difficult to get such a good quality earphone phone at such a low price.",4,price,negative,value
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,67,50%+,3.5,best earphones in such a low price.,5,price,positive,value
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,67,50%+,3.5,"you will not regret the money you have spent if you buy this.,it is a good product,y,nice,built quality is lil bit cheap, but sound quality is superp comparing to other grand companies like jbl, sony, senheizer, bass is moderate, noise cancelling needs to be improved, my overall rating is 4star.,good,good quality",6,money,positive,value
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,67,50%+,3.5,"you will not regret the money you have spent if you buy this.,it is a good product,y,nice,built quality is lil bit cheap, but sound quality is superp comparing to other grand companies like jbl, sony, senheizer, bass is moderate, noise cancelling needs to be improved, my overall rating is 4star.,good,good quality",6,quality,positive,quality
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,67,50%+,3.5,"you will not regret the money you have spent if you buy this.,it is a good product,y,nice,built quality is lil bit cheap, but sound quality is superp comparing to other grand companies like jbl, sony, senheizer, bass is moderate, noise cancelling needs to be improved, my overall rating is 4star.,good,good quality",6,quality,positive,quality
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,67,50%+,3.5,"you will not regret the money you have spent if you buy this.,it is a good product,y,nice,built quality is lil bit cheap, but sound quality is superp comparing to other grand companies like jbl, sony, senheizer, bass is moderate, noise cancelling needs to be improved, my overall rating is 4star.,good,good quality",6,bass,positive,sound
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,67,50%+,3.5,"you will not regret the money you have spent if you buy this.,it is a good product,y,nice,built quality is lil bit cheap, but sound quality is superp comparing to other grand companies like jbl, sony, senheizer, bass is moderate, noise cancelling needs to be improved, my overall rating is 4star.,good,good quality",6,noise cancelling needs,positive,sound
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,67,50%+,3.5,"you will not regret the money you have spent if you buy this.,it is a good product,y,nice,built quality is lil bit cheap, but sound quality is superp comparing to other grand companies like jbl, sony, senheizer, bass is moderate, noise cancelling needs to be improved, my overall rating is 4star.,good,good quality",6,quality,positive,quality
B09VZBGL1N,"STRIFF Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (Black)",Electronics,80,50%+,4.1,"perfect for a 10 inch tablet both vertically and horizontally,it was the best phone holder,premium quality and reasonable price ,good,fulfil purpose, easy to carry, solid material.",0,quality,positive,quality
B09VZBGL1N,"STRIFF Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (Black)",Electronics,80,50%+,4.1,"perfect for a 10 inch tablet both vertically and horizontally,it was the best phone holder,premium quality and reasonable price ,good,fulfil purpose, easy to carry, solid material.",0,price,positive,value
B09VZBGL1N,"STRIFF Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (Black)",Electronics,80,50%+,4.1,"perfect for a 10 inch tablet both vertically and horizontally,it was the best phone holder,premium quality and reasonable price ,good,fulfil purpose, easy to carry, solid material.",0,material,positive,quality
B08KDBLMQP,"Croma 500W Mixer Grinder with 3 Stainless Steel Leak-proof Jars, 3 speed & Pulse function, 2 years warranty (CRAK4184, White & Purple)",Home&Kitchen,48,30-50%,4.0,"5 , , ,ok but quality not good,thoda product small h baki sb mst h,good,i did not get warranty card,good for small family.,ok ,if you can afford it, go for more well known brands in the mixer business.",0,quality,negative,quality
B08KDBLMQP,"Croma 500W Mixer Grinder with 3 Stainless Steel Leak-proof Jars, 3 speed & Pulse function, 2 years warranty (CRAK4184, White & Purple)",Home&Kitchen,48,30-50%,4.0,this one is cheap quality but great for the price.please note that there's a burning smell for quite a few uses.,1,quality,positive,quality
B08KDBLMQP,"Croma 500W Mixer Grinder with 3 Stainless Steel Leak-proof Jars, 3 speed & Pulse function, 2 years warranty (CRAK4184, White & Purple)",Home&Kitchen,48,30-50%,4.0,this one is cheap quality but great for the price.please note that there's a burning smell for quite a few uses.,1,price.please note,positive,value
B07KCMR8D6,Classmate Octane Neon- Blue Gel Pens(Pack of 5)|Smooth Writing Pen|Attractive body colour for Boys & Girls|Waterproof ink for smudge free writing|Preferred by Students for Exam|Study at home essential,OfficeProducts,0,0-15%,4.3,"can say value for money,kids like the colours and are very fond of writing with it,the product is good, and my son likes it.....,loved the product, very smooth and apt colour of inkmust go product,it's writing like flowing silk.,buy......",1,value,positive,value
B07KCMR8D6,Classmate Octane Neon- Blue Gel Pens(Pack of 5)|Smooth Writing Pen|Attractive body colour for Boys & Girls|Waterproof ink for smudge free writing|Preferred by Students for Exam|Study at home essential,OfficeProducts,0,0-15%,4.3,"can say value for money,kids like the colours and are very fond of writing with it,the product is good, and my son likes it.....,loved the product, very smooth and apt colour of inkmust go product,it's writing like flowing silk.,buy......",1,money,positive,value
B06XR9PR5X,"Amazon Basics HDMI Coupler,Black",Electronics,65,50%+,4.4,"working as expected,good product, perfectly works with amazon firestick,works,works well, no lagging and disconnecting issue.",0,lagging,positive,performance
B06XR9PR5X,"Amazon Basics HDMI Coupler,Black",Electronics,65,50%+,4.4,"good quality.,very good connector,i bought it for my projector as my hdmi cable was short to reach the port.",1,quality,positive,quality
B0B9RN5X8B,V-Guard Zio Instant Water Geyser | 3 Litre | 3000 W Heating | White-Blue | | 2 Year Warranty,Home&Kitchen,43,30-50%,4.2,"good ,easy to install and good water heating,it's good quality product and working fine.",0,quality product,positive,quality
B0B9RN5X8B,V-Guard Zio Instant Water Geyser | 3 Litre | 3000 W Heating | White-Blue | | 2 Year Warranty,Home&Kitchen,43,30-50%,4.2,"otherwise it's good in all aspects,superb,outlet water quality is less",3,outlet water quality,positive,quality
B0819HZPXL,Zebronics Zeb-Transformer-M Optical USB Gaming Mouse with LED Effect(Black),Computers&Accessories,27,15-30%,4.4,very bad performance even for normal work.,0,performance,negative,performance
B0BHYJ8CVF,"Portronics Key2 Combo Multimedia USB Wireless Keyboard and Mouse Set with 2.4 GHz Wireless Technology, Soft & Silent Button, Compact Size (Grey)",Computers&Accessories,23,15-30%,4.1,"what if someone wanted to use them separately mouse sleeps after a long time and you have to press a key in keyboard inorder to make the mouse active again,amazing i really really like it, this keyboard or mouse using daily feel good and more interest at work to do,i bought this for daily use for my 2 devices but since has only one receptor so it can only be used with either kvm or single machine at once.also the battery hole on the keyboard will only accomodate lr06 aa batteries only and is not even suitable for the normal aa batteries so you will have to have 2 differnet kind of batteries for both the mouse and the keyboard.also, there is always a lag in the typing of the keyboard its not as efficient, like if i press 2 keys pretty quickly one after the other so either it will pick only one key stroke or the second key stroke before the first one.yes this combo is pretty good if you are going to have a normal usage at home with just one pc in place then it is one of the most worth the money products but for all rest and regurous usage this will not satisfy the needs and you would need to go higher ranges of combo.,pros built quality.design.mouse design and accuracy.cons seems small keyboard, no num pad.",1,battery hole,positive,battery
B0BHYJ8CVF,"Portronics Key2 Combo Multimedia USB Wireless Keyboard and Mouse Set with 2.4 GHz Wireless Technology, Soft & Silent Button, Compact Size (Grey)",Computers&Accessories,23,15-30%,4.1,"what if someone wanted to use them separately mouse sleeps after a long time and you have to press a key in keyboard inorder to make the mouse active again,amazing i really really like it, this keyboard or mouse using daily feel good and more interest at work to do,i bought this for daily use for my 2 devices but since has only one receptor so it can only be used with either kvm or single machine at once.also the battery hole on the keyboard will only accomodate lr06 aa batteries only and is not even suitable for the normal aa batteries so you will have to have 2 differnet kind of batteries for both the mouse and the keyboard.also, there is always a lag in the typing of the keyboard its not as efficient, like if i press 2 keys pretty quickly one after the other so either it will pick only one key stroke or the second key stroke before the first one.yes this combo is pretty good if you are going to have a normal usage at home with just one pc in place then it is one of the most worth the money products but for all rest and regurous usage this will not satisfy the needs and you would need to go higher ranges of combo.,pros built quality.design.mouse design and accuracy.cons seems small keyboard, no num pad.",1,lag,positive,performance
B0BHYJ8CVF,"Portronics Key2 Combo Multimedia USB Wireless Keyboard and Mouse Set with 2.4 GHz Wireless Technology, Soft & Silent Button, Compact Size (Grey)",Computers&Accessories,23,15-30%,4.1,"what if someone wanted to use them separately mouse sleeps after a long time and you have to press a key in keyboard inorder to make the mouse active again,amazing i really really like it, this keyboard or mouse using daily feel good and more interest at work to do,i bought this for daily use for my 2 devices but since has only one receptor so it can only be used with either kvm or single machine at once.also the battery hole on the keyboard will only accomodate lr06 aa batteries only and is not even suitable for the normal aa batteries so you will have to have 2 differnet kind of batteries for both the mouse and the keyboard.also, there is always a lag in the typing of the keyboard its not as efficient, like if i press 2 keys pretty quickly one after the other so either it will pick only one key stroke or the second key stroke before the first one.yes this combo is pretty good if you are going to have a normal usage at home with just one pc in place then it is one of the most worth the money products but for all rest and regurous usage this will not satisfy the needs and you would need to go higher ranges of combo.,pros built quality.design.mouse design and accuracy.cons seems small keyboard, no num pad.",1,money products,positive,value
B0BHYJ8CVF,"Portronics Key2 Combo Multimedia USB Wireless Keyboard and Mouse Set with 2.4 GHz Wireless Technology, Soft & Silent Button, Compact Size (Grey)",Computers&Accessories,23,15-30%,4.1,"what if someone wanted to use them separately mouse sleeps after a long time and you have to press a key in keyboard inorder to make the mouse active again,amazing i really really like it, this keyboard or mouse using daily feel good and more interest at work to do,i bought this for daily use for my 2 devices but since has only one receptor so it can only be used with either kvm or single machine at once.also the battery hole on the keyboard will only accomodate lr06 aa batteries only and is not even suitable for the normal aa batteries so you will have to have 2 differnet kind of batteries for both the mouse and the keyboard.also, there is always a lag in the typing of the keyboard its not as efficient, like if i press 2 keys pretty quickly one after the other so either it will pick only one key stroke or the second key stroke before the first one.yes this combo is pretty good if you are going to have a normal usage at home with just one pc in place then it is one of the most worth the money products but for all rest and regurous usage this will not satisfy the needs and you would need to go higher ranges of combo.,pros built quality.design.mouse design and accuracy.cons seems small keyboard, no num pad.",1,quality.design.mouse design,positive,quality
